Date,Customers,Quantity,Average_Price,Promotion,Sales,Profit
2038-03-01,323.0,239,581.35,1,499.69,85.12
2038-03-02,319.0,215,559.65,0,539.96,63.67
2038-03-03,334.0,207,560.5,0,509.55,93.52
2038-03-04,301.0,221,581.92,0,529.11,67.34
2038-03-05,289.0,245,543.15,1,579.99,102.31
2038-03-06,301.0,237,528.81,0,553.66,94.05
2038-03-07,312.0,206,559.6,0,569.16,96.1
2038-03-08,310.0,232,584.18,0,555.92,76.69
2038-03-09,303.0,203,572.04,0,531.81,94.72
2038-03-10,280.0,240,582.89,1,602.85,121.12
2038-03-11,316.0,229,531.19,0,574.05,90.29
2038-03-12,339.0,208,573.18,0,552.55,88.63
2038-03-13,316.0,235,579.29,0,557.2,81.52
2038-03-14,319.0,253,543.23,1,574.22,108.4
2038-03-15,318.0,235,583.08,1,597.63,112.59
2038-03-16,316.0,237,565.57,1,615.99,109.46
2038-03-17,324.0,250,622.88,1,571.96,111.35
2038-03-18,316.0,214,528.43,0,556.93,91.88
2038-03-19,305.0,225,592.28,1,536.64,125.14
2038-03-20,298.0,217,560.57,0,508.47,74.48
2038-03-21,307.0,236,538.57,1,566.09,116.04
2038-03-22,315.0,226,558.21,0,541.46,79.71
2038-03-23,306.0,220,572.71,0,514.86,86.45
2038-03-24,315.0,223,586.41,0,538.1,65.11
2038-03-25,317.0,221,598.76,0,553.84,84.36
2038-03-26,323.0,221,593.37,0,507.64,84.82
2038-03-27,330.0,218,550.42,0,559.23,91.49
2038-03-28,312.0,218,588.16,0,534.44,69.44
2038-03-29,291.0,216,574.88,1,562.86,100.65
2038-03-30,306.0,234,556.08,1,562.84,116.59
2038-03-31,312.0,217,564.07,1,593.29,118.92
2038-04-01,283.0,244,555.12,1,589.03,117.46
2038-04-02,332.0,221,568.59,0,542.97,106.03
2038-04-03,313.0,225,554.81,0,556.1,74.42
2038-04-04,317.0,222,549.46,0,528.51,81.43
2038-04-05,331.0,234,576.6,1,577.59,107.12
2038-04-06,302.0,249,579.32,1,618.46,107.63
2038-04-07,320.0,213,564.64,0,567.11,91.8
2038-04-08,309.0,220,592.66,1,594.21,121.52
2038-04-09,308.0,227,563.37,0,590.63,95.48
2038-04-10,299.0,221,562.63,0,563.04,71.47
2038-04-11,336.0,240,579.99,1,566.81,110.62
2038-04-12,305.0,233,565.74,0,602.72,96.3
2038-04-13,321.0,215,569.67,0,572.34,72.87
2038-04-14,283.0,232,522.79,0,574.99,86.69
2038-04-15,328.0,216,568.48,0,560.22,75.05
2038-04-16,326.0,227,535.31,0,583.28,90.81
2038-04-17,312.0,214,546.24,0,576.81,87.93
2038-04-18,307.0,227,544.2,0,533.07,73.1
2038-04-19,316.0,226,549.49,0,571.3,93.56
2038-04-20,345.0,215,558.4,0,546.1,78.51
2038-04-21,284.0,222,559.54,1,516.4,105.79
2038-04-22,322.0,234,580.28,0,517.7,84.14
2038-04-23,296.0,221,572.34,0,543.21,84.79
2038-04-24,310.0,236,534.14,0,549.8,98.31
2038-04-25,306.0,231,569.88,1,556.06,105.04
2038-04-26,303.0,239,574.13,0,556.15,91.88
2038-04-27,309.0,226,562.51,1,605.69,111.46
2038-04-28,292.0,241,567.34,0,552.05,85.73
2038-04-29,325.0,228,571.89,0,535.73,88.96
2038-04-30,282.0,240,582.24,1,558.66,116.12
2038-05-01,317.0,216,540.15,0,559.62,60.83
2038-05-02,304.0,233,564.12,0,510.23,95.94
2038-05-03,291.0,233,595.69,0,573.6,83.1
2038-05-04,312.0,222,594.06,0,549.55,89.51
2038-05-05,285.0,204,583.9,0,523.98,70.34
2038-05-06,309.0,214,578.26,0,521.49,95.1
2038-05-07,287.0,214,598.4,0,579.63,80.72
2038-05-08,315.0,230,603.16,0,533.15,94.28
2038-05-09,294.0,231,566.34,1,568.67,103.15
2038-05-10,301.0,221,551.23,0,538.86,84.9
2038-05-11,312.0,219,563.83,0,598.06,84.39
2038-05-12,295.0,240,624.46,0,567.44,101.17
2038-05-13,306.0,225,540.49,0,531.81,83.91
2038-05-14,284.0,227,560.29,0,546.52,93.33
2038-05-15,316.0,229,543.35,1,591.28,91.06
2038-05-16,333.0,234,571.05,1,545.31,93.59
2038-05-17,348.0,215,547.17,0,541.68,88.71
2038-05-18,307.0,228,566.88,0,570.18,77.73
2038-05-19,317.0,213,533.76,0,544.25,90.03
2038-05-20,279.0,242,580.0,1,536.07,93.85
2038-05-21,328.0,217,590.9,0,538.29,79.85
2038-05-22,316.0,234,562.01,0,522.02,87.54
2038-05-23,297.0,243,566.51,0,525.34,85.4
2038-05-24,323.0,224,566.02,0,547.73,78.4
2038-05-25,300.0,237,572.24,0,535.21,94.65
2038-05-26,297.0,241,568.31,1,547.1,105.36
2038-05-27,311.0,210,582.85,0,515.6,66.92
2038-05-28,287.0,225,591.23,0,544.21,84.6
2038-05-29,318.0,229,554.41,0,502.75,83.25
2038-05-30,287.0,230,563.51,0,472.01,74.73
2038-05-31,287.0,225,585.33,0,522.54,57.56
2038-06-01,289.0,225,543.53,0,537.12,86.45
2038-06-02,313.0,223,533.67,0,525.71,90.09
2038-06-03,292.0,224,573.23,0,524.06,83.21
2038-06-04,281.0,221,578.11,1,545.17,101.31
2038-06-05,292.0,221,556.2,0,525.69,92.15
2038-06-06,300.0,208,558.8,0,497.45,67.77
2038-06-07,283.0,218,555.56,0,552.83,94.56
2038-06-08,283.0,217,553.66,0,487.14,80.42
2038-06-09,332.0,216,581.76,0,557.29,75.59
2038-06-10,287.0,212,548.05,0,545.61,93.01
2038-06-11,294.0,225,564.54,0,555.39,103.91
2038-06-12,293.0,219,553.04,0,490.84,80.99
2038-06-13,292.0,218,543.16,0,532.88,89.69
2038-06-14,308.0,208,585.04,0,523.21,75.35
2038-06-15,312.0,229,560.04,1,591.19,103.88
2038-06-16,293.0,233,572.81,0,544.68,78.83
2038-06-17,279.0,233,542.29,0,508.74,84.42
2038-06-18,316.0,225,556.11,0,495.69,75.46
2038-06-19,295.0,218,583.09,0,495.91,75.03
2038-06-20,322.0,227,616.07,0,528.23,90.09
2038-06-21,262.0,214,533.95,0,530.75,98.21
2038-06-22,299.0,218,565.92,0,514.68,81.67
2038-06-23,324.0,213,576.98,0,510.99,69.69
2038-06-24,290.0,240,558.49,1,526.94,97.8
2038-06-25,291.0,238,584.89,1,531.1,99.78
2038-06-26,299.0,230,554.02,1,540.55,106.74
2038-06-27,286.0,248,572.41,1,515.83,92.93
2038-06-28,289.0,224,560.26,0,520.1,90.09
2038-06-29,288.0,224,591.63,0,497.4,85.01
2038-06-30,284.0,223,557.53,0,528.95,82.27
2038-07-01,311.0,217,563.39,1,540.84,106.71
2038-07-02,299.0,211,586.76,0,528.9,92.0
2038-07-03,296.0,219,551.26,0,540.82,77.68
2038-07-04,304.0,219,571.02,0,455.02,79.36
2038-07-05,288.0,225,536.99,0,536.94,84.94
2038-07-06,280.0,213,550.24,0,527.08,82.38
2038-07-07,282.0,220,576.72,0,531.89,84.24
2038-07-08,291.0,230,552.03,1,552.73,112.55
2038-07-09,274.0,220,560.08,0,529.06,94.48
2038-07-10,282.0,229,578.78,1,542.28,104.2
2038-07-11,282.0,205,559.49,0,524.54,86.05
2038-07-12,321.0,206,584.75,1,557.1,102.19
2038-07-13,247.0,209,573.84,0,512.95,102.83
2038-07-14,286.0,213,577.82,0,514.02,76.96
2038-07-15,314.0,207,592.34,0,516.16,79.12
2038-07-16,290.0,218,575.78,0,506.49,83.34
2038-07-17,299.0,239,597.74,1,563.49,96.58
2038-07-18,289.0,225,586.46,0,473.39,83.19
2038-07-19,277.0,223,560.66,0,519.83,71.7
2038-07-20,253.0,228,593.38,0,515.52,76.96
2038-07-21,289.0,208,574.87,0,481.99,74.21
2038-07-22,274.0,213,563.04,0,495.93,71.88
2038-07-23,274.0,224,575.17,0,517.61,90.9
2038-07-24,278.0,213,590.2,0,467.19,65.54
2038-07-25,311.0,213,578.39,0,502.48,73.14
2038-07-26,321.0,246,603.02,1,543.77,95.08
2038-07-27,288.0,218,589.8,0,472.41,81.56
2038-07-28,277.0,234,579.68,0,470.71,85.57
2038-07-29,266.0,199,551.81,0,480.09,80.58
2038-07-30,291.0,210,567.06,0,461.43,64.74
2038-07-31,310.0,221,571.61,0,425.32,64.09
2038-08-01,279.0,217,582.88,0,470.4,86.36
2038-08-02,247.0,206,581.83,1,547.39,101.5
2038-08-03,293.0,214,573.43,0,488.69,67.59
2038-08-04,297.0,241,572.57,0,520.42,100.39
2038-08-05,258.0,219,583.39,0,514.65,77.95
2038-08-06,284.0,222,554.99,0,506.41,80.48
2038-08-07,288.0,219,600.98,1,507.41,88.66
2038-08-08,280.0,228,533.63,1,542.97,92.67
2038-08-09,269.0,216,596.7,0,507.14,91.0
2038-08-10,296.0,227,569.71,0,512.76,83.55
2038-08-11,274.0,226,588.59,0,526.88,86.79
2038-08-12,258.0,219,577.11,0,484.07,68.16
2038-08-13,249.0,216,576.81,0,475.19,73.9
2038-08-14,299.0,198,580.58,0,451.53,68.03
2038-08-15,289.0,198,585.18,0,491.42,72.54
2038-08-16,280.0,216,564.72,0,492.68,82.28
2038-08-17,272.0,224,589.29,0,511.76,79.29
2038-08-18,271.0,228,551.16,0,494.47,84.25
2038-08-19,262.0,206,570.6,0,451.6,77.14
2038-08-20,272.0,200,585.77,0,467.11,71.69
2038-08-21,246.0,224,588.65,0,484.81,80.87
2038-08-22,267.0,206,579.05,0,453.42,69.4
2038-08-23,273.0,199,563.7,0,489.82,72.58
2038-08-24,287.0,210,586.94,0,462.05,66.58
2038-08-25,277.0,209,558.77,0,482.89,77.89
2038-08-26,289.0,228,602.37,0,442.51,65.88
2038-08-27,297.0,223,569.34,0,472.65,85.39
2038-08-28,293.0,207,543.17,0,450.68,83.1
2038-08-29,284.0,228,549.4,0,440.32,73.59
2038-08-30,276.0,225,571.71,1,520.18,98.13
2038-08-31,261.0,225,573.46,0,467.71,74.96
2038-09-01,287.0,227,606.41,0,472.31,92.39
2038-09-02,301.0,211,552.29,0,510.48,96.7
2038-09-03,281.0,220,571.71,0,492.16,77.24
2038-09-04,304.0,210,551.95,0,493.5,77.49
2038-09-05,253.0,233,562.17,1,468.57,88.98
2038-09-06,258.0,215,601.37,0,475.29,67.64
2038-09-07,288.0,223,550.63,0,541.88,72.07
2038-09-08,279.0,239,581.67,1,542.52,89.48
2038-09-09,295.0,219,578.19,0,479.46,74.54
2038-09-10,275.0,213,570.7,0,500.29,72.96
2038-09-11,262.0,213,580.51,0,461.64,83.94
2038-09-12,271.0,194,550.3,1,518.68,84.52
2038-09-13,251.0,206,601.01,0,440.58,61.67
2038-09-14,257.0,233,605.87,1,520.03,81.9
2038-09-15,289.0,223,572.09,0,498.35,74.91
2038-09-16,287.0,216,614.88,1,482.5,86.38
2038-09-17,280.0,225,564.1,1,499.33,91.78
2038-09-18,248.0,212,578.51,0,469.41,74.86
2038-09-19,269.0,220,597.09,0,429.35,64.69
2038-09-20,256.0,235,563.08,0,453.63,65.42
2038-09-21,292.0,230,546.49,1,493.65,94.43
2038-09-22,265.0,217,542.37,1,468.91,80.42
2038-09-23,257.0,213,608.49,0,453.99,77.96
2038-09-24,274.0,227,561.9,0,470.23,64.78
2038-09-25,264.0,209,568.1,1,448.79,77.99
2038-09-26,296.0,207,551.43,0,451.73,86.11
2038-09-27,263.0,220,588.55,0,473.06,91.15
2038-09-28,253.0,226,557.43,0,485.72,67.8
2038-09-29,241.0,219,562.68,0,442.7,78.85
2038-09-30,273.0,217,576.93,1,478.49,100.1
2038-10-01,265.0,229,552.41,1,510.11,102.5
2038-10-02,252.0,218,568.37,0,435.23,69.2
2038-10-03,292.0,217,596.84,0,474.48,62.18
2038-10-04,284.0,222,579.33,1,507.29,94.49
2038-10-05,273.0,214,573.99,0,434.98,72.28
2038-10-06,294.0,204,575.53,0,477.46,78.1
2038-10-07,284.0,238,564.68,0,510.27,85.29
2038-10-08,262.0,215,607.63,0,488.14,72.16
2038-10-09,258.0,219,557.1,0,473.36,72.3
2038-10-10,286.0,211,575.54,0,486.27,60.34
2038-10-11,280.0,222,573.83,0,519.06,89.98
2038-10-12,277.0,201,589.94,0,499.52,73.2
2038-10-13,262.0,206,591.66,1,490.82,88.97
2038-10-14,283.0,214,571.24,0,463.07,75.85
2038-10-15,263.0,234,577.07,0,506.99,76.86
2038-10-16,273.0,236,577.77,1,478.57,80.84
2038-10-17,296.0,216,530.98,1,482.52,91.12
2038-10-18,265.0,229,543.3,1,508.34,80.44
2038-10-19,251.0,208,561.03,0,495.27,84.94
2038-10-20,259.0,218,561.83,0,500.83,85.09
2038-10-21,290.0,219,550.37,0,478.11,72.56
2038-10-22,279.0,224,585.47,0,465.64,71.05
2038-10-23,273.0,199,572.04,0,426.36,61.9
2038-10-24,268.0,202,568.16,0,489.37,75.49
2038-10-25,283.0,214,549.43,0,463.3,72.73
2038-10-26,263.0,214,571.26,1,498.6,89.86
2038-10-27,280.0,204,524.8,0,469.5,85.32
2038-10-28,265.0,217,569.17,0,461.3,61.71
2038-10-29,263.0,206,573.26,0,457.41,66.96
2038-10-30,267.0,237,576.49,0,445.57,76.18
2038-10-31,271.0,220,544.01,1,509.51,109.96
2038-11-01,276.0,212,576.23,0,478.93,70.42
2038-11-02,280.0,218,553.45,0,516.52,90.48
2038-11-03,222.0,200,557.6,0,467.31,66.71
2038-11-04,265.0,220,585.16,0,487.79,75.2
2038-11-05,272.0,219,608.51,0,474.52,76.0
2038-11-06,300.0,212,573.2,0,481.86,72.11
2038-11-07,262.0,218,557.59,0,463.66,71.27
2038-11-08,281.0,220,575.72,0,513.39,71.64
2038-11-09,301.0,240,589.24,1,537.99,104.97
2038-11-10,259.0,241,583.54,0,543.22,79.6
2038-11-11,285.0,205,621.76,0,471.33,70.72
2038-11-12,267.0,203,559.52,0,521.0,77.25
2038-11-13,272.0,217,576.96,0,470.7,70.17
2038-11-14,268.0,196,600.32,0,485.44,78.72
2038-11-15,269.0,223,599.21,0,477.74,76.89
2038-11-16,321.0,218,537.38,0,506.25,100.13
2038-11-17,293.0,220,572.44,0,446.93,69.87
2038-11-18,297.0,214,599.24,0,478.89,75.9
2038-11-19,288.0,219,624.57,0,493.09,88.78
2038-11-20,257.0,232,585.23,1,531.93,100.2
2038-11-21,287.0,219,565.96,0,432.09,68.49
2038-11-22,298.0,204,554.43,0,479.71,75.79
2038-11-23,269.0,229,612.56,1,494.22,92.87
2038-11-24,297.0,236,585.76,0,454.45,79.36
2038-11-25,293.0,220,557.39,0,462.9,83.41
2038-11-26,311.0,219,569.02,0,478.63,83.99
2038-11-27,277.0,233,578.28,0,489.19,81.7
2038-11-28,267.0,211,582.51,0,472.66,77.12
2038-11-29,278.0,237,556.55,1,490.33,105.7
2038-11-30,306.0,213,561.7,0,457.54,69.95
2038-12-01,257.0,229,543.03,0,507.29,86.48
2038-12-02,254.0,227,591.52,0,497.36,88.34
2038-12-03,286.0,215,566.67,0,535.59,94.08
2038-12-04,279.0,216,581.23,0,487.5,72.42
2038-12-05,286.0,229,598.46,0,527.49,106.67
2038-12-06,300.0,201,576.84,0,519.65,96.17
2038-12-07,278.0,215,570.87,0,531.51,93.49
2038-12-08,258.0,236,576.41,1,550.91,93.6
2038-12-09,318.0,216,574.08,0,533.11,93.13
2038-12-10,272.0,221,595.39,0,475.86,59.64
2038-12-11,272.0,199,578.58,0,495.37,77.53
2038-12-12,304.0,211,563.2,0,495.76,80.11
2038-12-13,282.0,227,591.88,0,550.11,84.31
2038-12-14,288.0,213,595.19,0,497.67,91.45
2038-12-15,296.0,207,548.97,0,508.51,82.15
2038-12-16,306.0,231,600.67,0,539.96,78.61
2038-12-17,285.0,236,579.66,1,545.3,107.04
2038-12-18,313.0,210,578.22,0,501.82,83.29
2038-12-19,258.0,222,591.26,0,517.03,69.13
2038-12-20,302.0,211,562.95,0,510.13,91.86
2038-12-21,278.0,220,590.35,0,493.25,79.67
2038-12-22,312.0,233,566.42,1,504.61,100.81
2038-12-23,294.0,214,546.67,0,510.52,84.83
2038-12-24,282.0,229,555.28,0,490.22,75.96
2038-12-25,302.0,231,583.47,0,492.24,81.89
2038-12-26,306.0,225,556.26,0,517.19,81.97
2038-12-27,303.0,226,602.28,0,504.7,82.95
2038-12-28,278.0,218,594.73,1,513.65,99.66
2038-12-29,287.0,236,597.34,0,510.67,82.83
2038-12-30,294.0,222,575.61,0,508.75,84.95
2038-12-31,294.0,214,578.02,0,493.74,76.24
2039-01-01,306.0,234,551.91,1,567.16,100.06
2039-01-02,265.0,231,591.34,0,502.07,86.17
2039-01-03,301.0,228,580.28,0,547.42,99.5
2039-01-04,292.0,213,583.67,0,507.09,77.2
2039-01-05,284.0,231,603.87,0,548.87,90.41
2039-01-06,286.0,223,562.59,0,540.81,75.1
2039-01-07,294.0,239,571.25,1,566.51,120.14
2039-01-08,243.0,216,579.42,0,524.9,93.01
2039-01-09,287.0,235,556.72,0,544.81,82.4
2039-01-10,285.0,226,570.2,0,540.29,83.59
2039-01-11,307.0,236,582.47,0,548.42,97.69
2039-01-12,287.0,209,567.76,0,548.34,89.18
2039-01-13,296.0,211,597.2,0,514.76,87.25
2039-01-14,323.0,223,546.46,0,518.66,75.31
2039-01-15,315.0,240,593.89,0,540.82,91.21
2039-01-16,314.0,245,585.6,0,496.87,78.39
2039-01-17,293.0,217,563.48,0,497.84,81.89
2039-01-18,309.0,226,557.1,0,571.11,87.97
2039-01-19,298.0,227,536.31,0,562.77,88.26
2039-01-20,299.0,233,559.47,0,521.07,84.18
2039-01-21,308.0,245,592.65,1,575.19,101.36
2039-01-22,293.0,215,572.81,0,529.29,102.7
2039-01-23,325.0,227,594.77,0,526.51,75.91
2039-01-24,301.0,206,562.7,0,515.01,86.26
2039-01-25,313.0,235,586.61,0,544.06,89.52
2039-01-26,326.0,223,560.99,0,544.74,93.38
2039-01-27,319.0,215,556.54,0,538.88,66.01
2039-01-28,283.0,230,572.01,0,499.74,67.31
2039-01-29,311.0,224,561.99,0,562.8,85.42
2039-01-30,318.0,240,546.21,0,581.39,101.05
2039-01-31,319.0,219,570.72,0,501.25,78.21
2039-02-01,289.0,250,575.94,0,563.61,87.6
2039-02-02,296.0,236,596.87,0,592.48,94.94
2039-02-03,321.0,241,590.92,0,580.41,85.54
2039-02-04,295.0,218,596.04,0,570.48,95.3
2039-02-05,302.0,246,587.07,0,525.87,85.65
2039-02-06,331.0,216,580.11,0,562.98,94.32
2039-02-07,307.0,236,552.02,1,590.08,122.58
2039-02-08,297.0,242,576.86,0,585.81,91.71
2039-02-09,295.0,234,584.92,0,546.44,88.33
2039-02-10,313.0,216,600.43,0,539.93,78.41
2039-02-11,289.0,240,586.57,0,565.94,79.92
2039-02-12,305.0,232,596.57,0,546.46,87.37
2039-02-13,314.0,225,555.68,0,547.23,88.4
2039-02-14,329.0,224,568.4,1,570.11,111.37
2039-02-15,320.0,234,582.03,0,558.75,94.22
2039-02-16,299.0,238,595.22,1,564.18,106.53
2039-02-17,328.0,231,571.73,0,556.23,103.05
2039-02-18,306.0,214,572.88,0,515.85,80.12
2039-02-19,292.0,226,586.75,0,543.92,85.48
2039-02-20,308.0,235,554.13,0,542.72,89.14
2039-02-21,333.0,259,603.35,1,554.39,92.72
2039-02-22,314.0,228,558.62,0,570.73,97.21
2039-02-23,312.0,245,539.93,0,534.46,86.09
2039-02-24,336.0,238,574.66,0,574.49,92.7
2039-02-25,291.0,233,605.07,0,550.27,92.52
2039-02-26,293.0,220,585.08,0,547.31,90.66
2039-02-27,288.0,221,588.06,0,532.49,88.48
2039-02-28,318.0,237,575.3,0,565.45,87.17
2039-03-01,315.0,236,571.84,1,593.87,123.85
2039-03-02,336.0,225,546.79,0,594.9,82.14
2039-03-03,317.0,229,533.95,0,581.1,87.0
2039-03-04,307.0,230,578.17,0,571.24,86.66
2039-03-05,314.0,250,598.29,1,554.52,96.59
2039-03-06,316.0,226,580.87,0,507.82,67.95
2039-03-07,289.0,249,585.92,1,593.56,124.45
2039-03-08,355.0,236,603.23,0,568.46,96.43
2039-03-09,322.0,215,580.66,0,557.79,83.96
2039-03-10,318.0,235,572.55,0,579.66,98.81
2039-03-11,324.0,215,560.05,1,605.1,110.49
2039-03-12,325.0,223,611.2,0,553.33,86.12
2039-03-13,313.0,236,584.3,0,587.59,85.55
2039-03-14,306.0,232,557.86,0,578.64,92.73
2039-03-15,324.0,214,553.78,0,571.15,85.97
2039-03-16,321.0,221,597.44,0,608.58,88.5
2039-03-17,303.0,206,556.23,0,563.25,98.19
2039-03-18,337.0,229,608.29,1,588.28,101.58
2039-03-19,320.0,248,525.32,1,591.47,121.88
2039-03-20,327.0,227,600.57,0,587.43,87.69
2039-03-21,337.0,234,583.74,0,564.13,77.54
2039-03-22,316.0,232,577.13,0,567.92,95.34
2039-03-23,321.0,233,571.86,0,555.85,85.21
2039-03-24,328.0,253,609.07,1,582.09,93.88
2039-03-25,305.0,230,587.79,0,542.07,88.8
2039-03-26,317.0,252,558.82,1,557.44,92.21
2039-03-27,318.0,218,544.16,1,587.44,91.15
2039-03-28,302.0,244,578.31,0,546.89,93.06
2039-03-29,351.0,220,575.12,0,523.51,95.45
2039-03-30,295.0,222,547.8,0,552.84,85.18
2039-03-31,297.0,226,574.18,0,575.02,102.45
2039-04-01,336.0,244,564.87,0,594.98,102.35
2039-04-02,327.0,234,575.39,1,549.61,107.18
2039-04-03,301.0,226,588.31,0,574.13,90.4
2039-04-04,326.0,223,602.13,0,609.81,92.12
2039-04-05,338.0,235,591.64,0,564.78,93.28
2039-04-06,316.0,240,562.31,0,577.35,97.99
2039-04-07,355.0,250,581.96,0,567.77,80.11
2039-04-08,291.0,257,576.48,0,626.88,97.25
2039-04-09,327.0,239,551.38,0,545.57,85.74
2039-04-10,334.0,236,582.55,0,567.7,88.43
2039-04-11,330.0,221,608.82,0,596.31,89.37
2039-04-12,313.0,252,576.0,0,578.35,80.98
2039-04-13,312.0,235,546.74,0,563.36,87.57
2039-04-14,323.0,240,576.0,1,601.96,108.85
2039-04-15,328.0,237,553.63,0,629.84,96.31
2039-04-16,325.0,226,591.04,0,556.96,94.54
2039-04-17,332.0,209,584.97,0,548.17,76.45
2039-04-18,301.0,238,572.46,0,548.18,90.01
2039-04-19,312.0,246,569.6,0,579.89,77.18
2039-04-20,302.0,238,571.76,0,581.91,92.53
2039-04-21,310.0,243,575.75,1,570.36,86.22
2039-04-22,331.0,233,561.72,0,570.58,83.68
2039-04-23,317.0,234,550.66,0,532.44,85.02
2039-04-24,355.0,234,596.16,0,509.38,70.61
2039-04-25,318.0,232,568.74,0,561.91,77.95
2039-04-26,316.0,243,578.71,1,616.43,123.12
2039-04-27,317.0,248,580.86,0,535.48,72.86
2039-04-28,305.0,237,581.54,0,557.31,88.18
2039-04-29,314.0,233,554.63,0,580.48,105.73
2039-04-30,332.0,249,545.61,1,569.4,106.56
2039-05-01,316.0,239,565.2,0,520.7,83.54
2039-05-02,302.0,242,582.94,0,564.35,84.26
2039-05-03,300.0,225,562.74,0,588.11,87.83
2039-05-04,307.0,237,569.47,1,575.23,104.97
2039-05-05,315.0,234,614.17,1,592.38,91.85
2039-05-06,332.0,240,542.68,0,555.98,97.4
2039-05-07,293.0,249,562.33,1,582.71,109.62
2039-05-08,309.0,219,610.08,0,564.7,75.55
2039-05-09,315.0,236,575.16,0,581.2,101.94
2039-05-10,285.0,246,563.27,0,571.73,97.3
2039-05-11,300.0,239,597.04,1,606.01,116.1
2039-05-12,302.0,235,577.01,0,590.49,114.29
2039-05-13,300.0,239,569.77,0,592.23,95.61
2039-05-14,315.0,218,579.52,0,550.27,100.67
2039-05-15,310.0,243,564.23,1,570.08,105.68
2039-05-16,303.0,244,557.79,0,612.62,102.18
2039-05-17,318.0,225,574.08,0,566.25,85.9
2039-05-18,337.0,240,557.94,0,564.03,74.29
2039-05-19,336.0,231,576.35,0,531.99,70.54
2039-05-20,282.0,224,582.56,0,529.79,84.1
2039-05-21,319.0,230,591.56,0,527.41,82.51
2039-05-22,308.0,236,596.52,1,565.37,94.59
2039-05-23,312.0,222,568.94,0,534.95,83.37
2039-05-24,304.0,228,585.25,0,541.92,90.37
2039-05-25,311.0,231,585.15,0,513.48,92.1
2039-05-26,312.0,229,582.2,0,568.4,85.04
2039-05-27,300.0,228,567.69,0,523.24,86.8
2039-05-28,295.0,233,557.83,0,532.54,99.1
2039-05-29,302.0,236,585.4,0,520.22,89.09
2039-05-30,312.0,219,545.66,0,531.36,78.88
2039-05-31,317.0,228,571.58,0,528.31,85.33
2039-06-01,321.0,220,530.45,1,567.18,106.5
2039-06-02,300.0,228,552.38,0,527.17,89.39
2039-06-03,311.0,231,560.67,0,558.32,89.66
2039-06-04,321.0,235,596.22,0,543.24,90.86
2039-06-05,324.0,241,588.89,1,581.74,116.52
2039-06-06,305.0,235,566.55,0,574.95,82.92
2039-06-07,303.0,230,589.67,0,553.38,77.58
2039-06-08,309.0,222,592.54,0,565.55,95.65
2039-06-09,288.0,228,573.69,1,568.28,103.83
2039-06-10,302.0,226,551.68,0,586.58,101.45
2039-06-11,316.0,221,572.88,0,540.11,95.23
2039-06-12,314.0,238,574.88,1,567.62,89.25
2039-06-13,300.0,234,554.48,1,569.14,98.15
2039-06-14,307.0,233,583.29,0,544.02,86.02
2039-06-15,291.0,239,581.74,1,615.41,104.4
2039-06-16,314.0,233,584.73,0,563.39,86.15
2039-06-17,302.0,233,581.76,0,550.16,77.47
2039-06-18,298.0,226,589.9,0,520.05,79.79
2039-06-19,297.0,227,573.55,0,548.53,79.82
2039-06-20,301.0,243,580.43,1,549.49,104.5
2039-06-21,295.0,262,569.66,1,567.32,112.63
2039-06-22,311.0,218,566.32,0,570.08,94.71
2039-06-23,295.0,228,600.95,0,506.9,100.86
2039-06-24,325.0,215,540.09,0,532.55,92.71
2039-06-25,322.0,227,592.68,0,519.13,90.08
2039-06-26,287.0,220,565.75,0,515.75,81.88
2039-06-27,301.0,236,563.44,1,538.18,97.09
2039-06-28,290.0,228,581.67,0,509.54,91.26
2039-06-29,294.0,222,550.17,0,524.71,81.96
2039-06-30,329.0,209,562.31,0,510.93,82.02
2039-07-01,294.0,241,561.74,0,485.56,76.44
2039-07-02,303.0,235,573.05,0,504.34,84.78
2039-07-03,306.0,225,562.59,0,512.81,88.91
2039-07-04,282.0,217,605.9,0,505.63,88.97
2039-07-05,284.0,227,609.45,0,537.41,83.54
2039-07-06,279.0,230,540.72,0,522.26,84.99
2039-07-07,283.0,234,586.94,0,540.78,89.21
2039-07-08,253.0,234,592.62,0,582.94,106.07
2039-07-09,304.0,246,586.95,1,582.68,92.18
2039-07-10,326.0,208,565.35,0,537.96,86.17
2039-07-11,297.0,222,572.83,0,576.98,86.75
2039-07-12,274.0,235,563.77,0,541.64,82.34
2039-07-13,285.0,216,569.7,0,533.19,78.51
2039-07-14,287.0,237,555.5,0,521.0,87.57
2039-07-15,279.0,243,575.23,0,566.88,69.86
2039-07-16,306.0,247,550.27,1,588.52,107.65
2039-07-17,305.0,231,573.74,0,538.89,71.5
2039-07-18,276.0,220,554.89,0,549.25,82.17
2039-07-19,303.0,227,581.1,0,468.79,73.5
2039-07-20,315.0,211,565.17,0,560.97,86.34
2039-07-21,320.0,216,582.65,0,511.51,87.07
2039-07-22,335.0,227,596.91,1,582.33,118.65
2039-07-23,278.0,225,606.07,0,529.37,100.25
2039-07-24,333.0,230,531.98,1,534.79,98.88
2039-07-25,285.0,226,562.48,0,497.24,88.22
2039-07-26,282.0,232,572.06,0,508.55,92.54
2039-07-27,295.0,216,585.83,0,461.12,70.48
2039-07-28,281.0,225,547.85,0,520.52,92.91
2039-07-29,295.0,219,559.9,0,450.6,57.39
2039-07-30,269.0,225,579.95,0,484.67,79.71
